"","data.instansi","name","Agregat","Internal","Eksternal","Eksper"
"12068","PEMERINTAH KABUPATEN BARRU","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",71.89,66.93,88.57,64
"12069","PEMERINTAH KABUPATEN BARRU","DINAS PENDIDIKAN DAN KEBUDAYAAN",NA,76.07,NA,64
"12070","PEMERINTAH KABUPATEN BARRU","DINAS PERHUBUNGAN",NA,68.04,NA,64
"12071","PEMERINTAH KABUPATEN BARRU","DINAS PERIKANAN",NA,78.13,NA,64
"12072","PEMERINTAH KABUPATEN BARRU","DINAS PERPUSTAKAAN DAN KEARSIPAN",NA,74.51,NA,64
"12073","PEMERINTAH KABUPATEN BARRU","DINAS PERTANIAN DAN KETAHANAN PANGAN",NA,70.11,NA,64
"12074","PEMERINTAH KABUPATEN BARRU","DINAS SOSIAL",NA,65.64,NA,64
"12075","PEMERINTAH KABUPATEN BARRU","DINAS TENAGA KERJA",NA,80.19,NA,64
"12076","PEMERINTAH KABUPATEN BARRU","KECAMATAN",67.71,73.17,70.04,64
"12077","PEMERINTAH KABUPATEN BARRU","SATUAN POLISI PAMONG PRAJA, PEMADAM KEBAKARAN DAN PENYELAMATAN",NA,69.94,NA,64
"12078","PEMERINTAH KABUPATEN BARRU","SEKRETARIAT DAERAH",71.97,68.16,87.69,64
"12079","PEMERINTAH KABUPATEN BONE","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",NA,71.44,NA,74.5
"12080","PEMERINTAH KABUPATEN BONE","BADAN KEUANGAN DAN ASET DAERAH",70.68,71.29,81.31,74.5
"12081","PEMERINTAH KABUPATEN BONE","BADAN PENANGGULANGAN BENCANA DAERAH",NA,74.81,NA,74.5
"12082","PEMERINTAH KABUPATEN BONE","BADAN PENDAPATAN DAERAH",NA,74.25,NA,74.5
"12083","PEMERINTAH KABUPATEN BONE","BADAN PENELITIAN DAN PENGEMBANGAN DAERAH",NA,67.26,NA,74.5
"12084","PEMERINTAH KABUPATEN BONE","BADAN PERENCANAAN PEMBANGUNAN DAERAH",NA,70.44,NA,74.5
"12085","PEMERINTAH KABUPATEN BONE","DINAS BINA MARGA, CIPTA KARYA DAN TATA RUANG KAB. BONE",70.18,62.53,87.91,74.5
"12086","PEMERINTAH KABUPATEN BONE","DINAS KEBUDAYAAN",NA,60.74,NA,74.5
"12087","PEMERINTAH KABUPATEN BONE","DINAS KEPEMUDAAN DAN OLAHRAGA",NA,72.62,NA,74.5
"12088","PEMERINTAH KABUPATEN BONE","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",NA,78.7,NA,74.5
"12089","PEMERINTAH KABUPATEN BONE","DINAS KESEHATAN",NA,70.09,NA,74.5
"12090","PEMERINTAH KABUPATEN BONE","DINAS KETAHANAN PANGAN",NA,67.9,NA,74.5
"12091","PEMERINTAH KABUPATEN BONE","DINAS KETENAGAKERJAAN",60.51,76.35,45.6,74.5
"12092","PEMERINTAH KABUPATEN BONE","DINAS KOMUNIKASI, INFORMATIKA DAN PERSANDIAN",NA,67.41,NA,74.5
"12093","PEMERINTAH KABUPATEN BONE","DINAS KOPERASI, USAHA KECIL DAN MENENGAH",NA,76.16,NA,74.5
"12094","PEMERINTAH KABUPATEN BONE","DINAS LINGKUNGAN HIDUP",NA,57.54,NA,74.5
"12095","PEMERINTAH KABUPATEN BONE","DINAS PARIWISATA",NA,86.35,NA,74.5
"12096","PEMERINTAH KABUPATEN BONE","DINAS PEMADAM KEBAKARAN DAN PENYELAMATAN",NA,57.89,NA,74.5
"12097","PEMERINTAH KABUPATEN BONE","DINAS PEMBERDAYAAN MASYARAKAT DAN DESA",NA,61.29,NA,74.5
"12098","PEMERINTAH KABUPATEN BONE","DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK",NA,71.11,NA,74.5
"12099","PEMERINTAH KABUPATEN BONE","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",74.83,75.97,89.62,74.5
"12100","PEMERINTAH KABUPATEN BONE","DINAS PENDIDIKAN",NA,73.35,NA,74.5
"12101","PEMERINTAH KABUPATEN BONE","DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA",NA,65.67,NA,74.5
"12102","PEMERINTAH KABUPATEN BONE","DINAS PERDAGANGAN",NA,71.15,NA,74.5
"12103","PEMERINTAH KABUPATEN BONE","DINAS PERHUBUNGAN",NA,71.16,NA,74.5
"12104","PEMERINTAH KABUPATEN BONE","DINAS PERIKANAN",NA,70.28,NA,74.5
"12105","PEMERINTAH KABUPATEN BONE","DINAS PERINDUSTRIAN",NA,75.8,NA,74.5
"12106","PEMERINTAH KABUPATEN BONE","DINAS PERPUSTAKAAN DAN KEARSIPAN",70.77,74.78,78.32,74.5
"12107","PEMERINTAH KABUPATEN BONE","DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN",NA,78.36,NA,74.5
"12108","PEMERINTAH KABUPATEN BONE","DINAS PETERNAKAN DAN KESEHATAN HEWAN",74.92,75.06,90.74,74.5
"12109","PEMERINTAH KABUPATEN BONE","DINAS SOSIAL",NA,64.86,NA,74.5
"12110","PEMERINTAH KABUPATEN BONE","DINAS TANAMAN PANGAN, HORTIKULTURA DAN PERKEBUNAN",NA,70.64,NA,74.5
"12111","PEMERINTAH KABUPATEN BONE","KECAMATAN",70.35,72.44,79.23,74.5
"12112","PEMERINTAH KABUPATEN BONE","SATUAN POLISI PAMONG PRAJA",NA,76.36,NA,74.5
"12113","PEMERINTAH KABUPATEN BONE","SEKRETARIAT DAERAH",71.96,71.38,85.11,74.5
"12114","PEMERINTAH KABUPATEN BONE","SEKRETARIAT DPRD",NA,74.8,NA,74.5
"12115","PEMERINTAH KABUPATEN SOPPENG","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",NA,80.08,NA,74.65
"12116","PEMERINTAH KABUPATEN SOPPENG","BADAN PENANGGULANGAN BENCANA DAERAH",NA,66.36,NA,74.65
"12117","PEMERINTAH KABUPATEN SOPPENG","BADAN PENGELOLAAN KEUANGAN DAN PENDAPATAN DAERAH",76.05,67.9,92.64,74.65
"12118","PEMERINTAH KABUPATEN SOPPENG","BADAN PERENCANAAN PEMBANGUNAN, PENELITIAN DAN PENGEMBANGAN DAERAH",NA,79.02,NA,74.65
"12119","PEMERINTAH KABUPATEN SOPPENG","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",76.71,77.03,86.17,74.65
"12120","PEMERINTAH KABUPATEN SOPPENG","DINAS KESEHATAN",NA,68.34,NA,74.65
"12121","PEMERINTAH KABUPATEN SOPPENG","DINAS KOMUNIKASI DAN INFORMATIKA",NA,68.63,NA,74.65
"12122","PEMERINTAH KABUPATEN SOPPENG","DINAS LINGKUNGAN HIDUP",NA,75.88,NA,74.65
"12123","PEMERINTAH KABUPATEN SOPPENG","DINAS PARIWISATA, KEPEMUDAAN DAN OLAH RAGA",NA,75.46,NA,74.65
"12124","PEMERINTAH KABUPATEN SOPPENG","DINAS PEKERJAAN UMUM DAN PENATAAN RUANG",77.3,72.33,92.31,74.65
"12125","PEMERINTAH KABUPATEN SOPPENG","DINAS PEMBERDAYAAN MASYARAKAT DAN DESA",NA,69.1,NA,74.65
"12126","PEMERINTAH KABUPATEN SOPPENG","DINAS PENANAMAN MODAL, PELAYANAN TERPADU SATU PINTU, TENAGA KERJA DAN TRANSMIGRASI",72.08,66.26,82.05,74.65
"12127","PEMERINTAH KABUPATEN SOPPENG","DINAS PENDIDIKAN DAN KEBUDAYAAN",76.71,67.3,95.19,74.65
"12128","PEMERINTAH KABUPATEN SOPPENG","DINAS PERHUBUNGAN",NA,78.79,NA,74.65
"12129","PEMERINTAH KABUPATEN SOPPENG","DINAS PERPUSTAKAAN DAN KEARSIPAN",NA,70.73,NA,74.65
"12130","PEMERINTAH KABUPATEN SOPPENG","DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN",NA,78.53,NA,74.65
"12131","PEMERINTAH KABUPATEN SOPPENG","DINAS PETERNAKAN, KESEHATAN HEWAN DAN PERIKANAN",NA,77.4,NA,74.65
"12132","PEMERINTAH KABUPATEN SOPPENG","DINAS TANAMAN PANGAN, HORTIKULTURA, PERKEBUNAN DAN KETAHANAN PANGAN",77.82,74.49,91.9,74.65
"12133","PEMERINTAH KABUPATEN SOPPENG","KECAMATAN",NA,73.49,NA,74.65
"12134","PEMERINTAH KABUPATEN SOPPENG","SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN",NA,72.07,NA,74.65
"12135","PEMERINTAH KABUPATEN SOPPENG","SEKRETARIAT DAERAH",77.84,74.13,92.3,74.65
"12136","PEMERINTAH KABUPATEN SOPPENG","SEKRETARIAT DPRD",NA,73.98,NA,74.65
"12137","PEMERINTAH KABUPATEN WAJO","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",63.45,73.98,90.97,57.83
"12138","PEMERINTAH KABUPATEN WAJO","BADAN KESATUAN BANGSA DAN POLITIK",NA,67.06,NA,57.83
"12139","PEMERINTAH KABUPATEN WAJO","BADAN PENANGGULANGAN BENCANA DAERAH",NA,66.16,NA,57.83
"12140","PEMERINTAH KABUPATEN WAJO","BADAN PENGELOLA KEUANGAN DAN PENDAPATAN DAERAH",63.12,74.55,89.43,57.83
"12141","PEMERINTAH KABUPATEN WAJO","BADAN PERENCANAAN, PEMBANGUNAN, PENELITIAN DAN PENGEMBANGAN DAERAH",61.42,66.2,92,57.83
"12142","PEMERINTAH KABUPATEN WAJO","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",61.11,68.25,89.15,57.83
"12143","PEMERINTAH KABUPATEN WAJO","DINAS KESEHATAN",NA,75.62,NA,57.83
"12144","PEMERINTAH KABUPATEN WAJO","DINAS KETENAGAKERJAAN DAN TRANSMIGRASI",NA,68.45,NA,57.83
"12145","PEMERINTAH KABUPATEN WAJO","DINAS KOMUNIKASI, INFORMATIKA DAN STATISTIK",NA,84.45,NA,57.83
"12146","PEMERINTAH KABUPATEN WAJO","DINAS PEKERJAAN UMUM, PENATAAN RUANG DAN PERTANAHAN",59.07,62.59,88.2,57.83
"12147","PEMERINTAH KABUPATEN WAJO","DINAS PEMUDA, OLAHRAGA DAN PARIWISATA",NA,70.39,NA,57.83
"12148","PEMERINTAH KABUPATEN WAJO","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",53.43,76.59,57.99,57.83
"12149","PEMERINTAH KABUPATEN WAJO","DINAS PENDIDIKAN DAN KEBUDAYAAN",61.01,68.62,88.5,57.83
"12150","PEMERINTAH KABUPATEN WAJO","DINAS PERHUBUNGAN",58.43,61.85,86.93,57.83
"12151","PEMERINTAH KABUPATEN WAJO","DINAS PERINDUSTRIAN, PERDAGANGAN, KOPERASI, USAHA KECIL DAN MENENGAH",NA,74.18,NA,57.83
"12152","PEMERINTAH KABUPATEN WAJO","DINAS PERTANIAN DAN KETAHANAN PANGAN",64.42,73.03,94.81,57.83
"12153","PEMERINTAH KABUPATEN WAJO","DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN",NA,77,NA,57.83
"12154","PEMERINTAH KABUPATEN WAJO","DINAS SOSIAL, PENGENDALIAN PENDUDUK, KELUARGA BERENCANA, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK",NA,74.72,NA,57.83
"12155","PEMERINTAH KABUPATEN WAJO","KECAMATAN",63.71,74.27,91.5,57.83
"12156","PEMERINTAH KABUPATEN WAJO","SATUAN POLISI PAMONG PRAJA, PEMADAM KEBAKARAN DAN PENYELAMATAN",NA,62.64,NA,57.83
"12157","PEMERINTAH KABUPATEN WAJO","SEKRETARIAT DAERAH",60.08,65.46,88.62,57.83
"12158","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",72.78,77.88,97.23,66.59
"12159","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","BADAN KESATUAN BANGSA DAN POLITIK",67.26,72.8,85.1,66.59
"12160","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","BADAN KEUANGAN DAN ASET DAERAH",68.89,76,87.12,66.59
"12161","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","BADAN PENANGGULANGAN BENCANA DAERAH",NA,72.21,NA,66.59
"12162","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","BADAN PENDAPATAN DAERAH",70.99,79.14,90.6,66.59
"12163","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","BADAN PERENCANAAN PEMBANGUNAN, PENELITIAN DAN PENGEMBANGAN DAERAH",NA,66.6,NA,66.59
"12164","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","DINAS BINA MARGA, CIPTA KARYA, TATA RUANG, PERTANAHAN DAN PERUMAHAN RAKYAT",62.72,71.08,72.88,66.59
"12165","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","DINAS KEPEMUDAAN, OLAHRAGA DAN PARIWISATA",NA,66.81,NA,66.59
"12166","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",66.87,70.42,86.13,66.59
"12167","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","DINAS KESEHATAN, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA",67.12,70.83,86.53,66.59
"12168","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","DINAS KOMUNIKASI DAN INFORMATIKA",71.73,78.76,93.22,66.59
"12169","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","DINAS KOPERASI, USAHA KECIL MENENGAH, TENAGA KERJA DAN TRANSMIGRASI",67.64,73.21,85.89,66.59
"12170","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","DINAS LINGKUNGAN HIDUP",NA,71.94,NA,66.59
"12171","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","DINAS PEMBERDAYAAN MASYARAKAT DESA, PEREMPUAN DAN PERLINDUNGAN ANAK",NA,70.47,NA,66.59
"12172","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",66.08,68.57,85.44,66.59
"12173","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","DINAS PENDIDIKAN DAN KEBUDAYAAN",69.42,75.29,89.37,66.59
"12174","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","DINAS PENGELOLAAN SUMBER DAYA AIR",NA,69.21,NA,66.59
"12175","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","DINAS PERDAGANGAN DAN PERINDUSTRIAN",66.15,73.44,81.13,66.59
"12176","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","DINAS PERHUBUNGAN",NA,74.56,NA,66.59
"12177","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","DINAS PERPUSTAKAAN DAN KEARSIPAN",64.28,69.81,78.79,66.59
"12178","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","DINAS PETERNAKAN DAN PERIKANAN",NA,72.67,NA,66.59
"12179","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","DINAS SOSIAL",70.05,74.71,91.85,66.59
"12180","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","DINAS TANAMAN PANGAN, HOLTIKULTURA, PERKEBUNAN DAN KETAHANAN PANGAN",72.98,75.98,99.6,66.59
"12181","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN",NA,74.82,NA,66.59
"12182","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","SEKRETARIAT DAERAH",66.17,67.34,86.87,66.59
"12183","PEMERINTAH KABUPATEN SIDENRENG RAPPANG","SEKRETARIAT DPRD",71.05,73.89,95.67,66.59
"12184","PEMERINTAH KABUPATEN PINRANG","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",NA,74.71,NA,55.32
"12185","PEMERINTAH KABUPATEN PINRANG","BADAN KESATUAN BANGSA DAN POLITIK",66.92,72.1,87.74,55.32
"12186","PEMERINTAH KABUPATEN PINRANG","BADAN PENGELOLAAN KEUANGAN DAN PENDAPATAN DAERAH",NA,75.55,NA,55.32
"12187","PEMERINTAH KABUPATEN PINRANG","BADAN PERENCANAAN PEMBANGUNAN, PENELITIAN DAN PENGEMBANGAN DAERAH",NA,80.04,NA,55.32
"12188","PEMERINTAH KABUPATEN PINRANG","DINAS BINA MARGA, CIPTA KARYA DAN TATA RUANG",66.32,76.98,81.37,55.32
"12189","PEMERINTAH KABUPATEN PINRANG","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",65.01,76.24,78.07,55.32
"12190","PEMERINTAH KABUPATEN PINRANG","DINAS KESEHATAN",68.39,75.5,89.07,55.32
"12191","PEMERINTAH KABUPATEN PINRANG","DINAS KOMUNIKASI, INFORMATIKA DAN PERSANDIAN",65.46,76.99,78.73,55.32
"12192","PEMERINTAH KABUPATEN PINRANG","DINAS KOPERASI, USAHA KECIL DAN MENENGAH",NA,56.18,NA,55.32
"12193","PEMERINTAH KABUPATEN PINRANG","DINAS PARIWISATA, PEMUDA DAN OLAHRAGA",NA,65.62,NA,55.32
"12194","PEMERINTAH KABUPATEN PINRANG","DINAS PEMBERDAYAAN MASYARAKAT DAN DESA",NA,68.92,NA,55.32
"12195","PEMERINTAH KABUPATEN PINRANG","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",NA,73.16,NA,55.32
"12196","PEMERINTAH KABUPATEN PINRANG","DINAS PENDIDIKAN DAN KEBUDAYAAN",NA,76.71,NA,55.32
"12197","PEMERINTAH KABUPATEN PINRANG","DINAS PENGENDALIAN PENDUDUK, KELUARGA BERENCANA, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK",NA,69.16,NA,55.32
"12198","PEMERINTAH KABUPATEN PINRANG","DINAS PERHUBUNGAN DAN PERTANAHAN",NA,71.92,NA,55.32
"12199","PEMERINTAH KABUPATEN PINRANG","DINAS PERIKANAN",NA,68.36,NA,55.32
"12200","PEMERINTAH KABUPATEN PINRANG","DINAS PERINDUSTRIAN, PERDAGANGAN, ENERGI DAN SUMBER DAYA MINERAL",NA,72.92,NA,55.32
"12201","PEMERINTAH KABUPATEN PINRANG","DINAS PERPUSTAKAAN DAN KEARSIPAN",NA,79.3,NA,55.32
"12202","PEMERINTAH KABUPATEN PINRANG","DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN LINGKUNGAN HIDUP",NA,70.7,NA,55.32
"12203","PEMERINTAH KABUPATEN PINRANG","DINAS PETERNAKAN DAN PERKEBUNAN",NA,72.38,NA,55.32
"12204","PEMERINTAH KABUPATEN PINRANG","DINAS SOSIAL",NA,77.43,NA,55.32
"12205","PEMERINTAH KABUPATEN PINRANG","DINAS SUMBER DAYA AIR DAN BINA KONSTRUKSI",NA,60.53,NA,55.32
"12206","PEMERINTAH KABUPATEN PINRANG","DINAS TANAMAN PANGAN DAN HORTIKULTURA",NA,73.76,NA,55.32
"12207","PEMERINTAH KABUPATEN PINRANG","DINAS TENAGA KERJA DAN TRANSMIGRASI",NA,69.54,NA,55.32
"12208","PEMERINTAH KABUPATEN PINRANG","KECAMATAN",NA,69.78,NA,55.32
"12209","PEMERINTAH KABUPATEN PINRANG","SATUAN POLISI PAMONG PRAJA, PEMADAM KEBAKARAN DAN PENYELAMATAN",NA,69.65,NA,55.32
"12210","PEMERINTAH KABUPATEN PINRANG","SEKRETARIAT DAERAH",NA,73.24,NA,55.32
"12211","PEMERINTAH KABUPATEN ENREKANG","KECAMATAN",NA,71.39,NA,45.98
"12212","PEMERINTAH KABUPATEN ENREKANG","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",NA,67.71,NA,45.98
"12213","PEMERINTAH KABUPATEN ENREKANG","BADAN KESATUAN BANGSA DAN POLITIK",NA,69.97,NA,45.98
"12214","PEMERINTAH KABUPATEN ENREKANG","BADAN KEUANGAN DAN ASET DAERAH",NA,72.54,NA,45.98
"12215","PEMERINTAH KABUPATEN ENREKANG","BADAN PENANGGULANGAN BENCANA DAERAH",NA,58.69,NA,45.98
"12216","PEMERINTAH KABUPATEN ENREKANG","BADAN PENDAPATAN DAERAH",61.3,67.43,95.84,45.98
"12217","PEMERINTAH KABUPATEN ENREKANG","BADAN PERENCANAAN PEMBANGUNAN, PENELITIAN DAN PENGEMBANGAN DAERAH",NA,69.06,NA,45.98
"12218","PEMERINTAH KABUPATEN ENREKANG","DINAS KEPEMUDAAN OLAHRAGA DAN PARIWISATA",NA,58.27,NA,45.98
"12219","PEMERINTAH KABUPATEN ENREKANG","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",58.09,65.36,87.97,45.98
"12220","PEMERINTAH KABUPATEN ENREKANG","DINAS KESEHATAN",NA,69.38,NA,45.98
"12221","PEMERINTAH KABUPATEN ENREKANG","DINAS KETAHANAN PANGAN",NA,66.38,NA,45.98
"12222","PEMERINTAH KABUPATEN ENREKANG","DINAS KOMUNIKASI INFORMATIKA DAN STATISTIK",NA,67.92,NA,45.98
"12223","PEMERINTAH KABUPATEN ENREKANG","DINAS KOPERASI,USAHA KECIL MENENGAH,TENAGA KERJA & TRANSMIGRASI",57.53,72.56,79.55,45.98
"12224","PEMERINTAH KABUPATEN ENREKANG","DINAS LINGKUNGAN HIDUP",NA,73.49,NA,45.98
"12225","PEMERINTAH KABUPATEN ENREKANG","DINAS PEKERJAAN UMUM DAN TATA RUANG",NA,67.19,NA,45.98
"12226","PEMERINTAH KABUPATEN ENREKANG","DINAS PEMBERDAYAAN MASYARAKAT DAN DESA",NA,68.27,NA,45.98
"12227","PEMERINTAH KABUPATEN ENREKANG","DINAS PEMBERDAYAAN PEREMPUAN & PERLINDUNGAN ANAK",NA,57.37,NA,45.98
"12228","PEMERINTAH KABUPATEN ENREKANG","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",61.32,75.28,88.59,45.98
"12229","PEMERINTAH KABUPATEN ENREKANG","DINAS PENDIDIKAN DAN KEBUDAYAAN",53.27,71.98,67.12,45.98
"12230","PEMERINTAH KABUPATEN ENREKANG","DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA",NA,68.8,NA,45.98
"12231","PEMERINTAH KABUPATEN ENREKANG","DINAS PERHUBUNGAN",NA,64.71,NA,45.98
"12232","PEMERINTAH KABUPATEN ENREKANG","DINAS PERINDUSTRIAN DAN PERDAGANGAN",NA,69.18,NA,45.98
"12233","PEMERINTAH KABUPATEN ENREKANG","DINAS PERPUSTAKAAN DAN KEARSIPAN",63.58,70.43,100,45.98
"12234","PEMERINTAH KABUPATEN ENREKANG","DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN",NA,61.72,NA,45.98
"12235","PEMERINTAH KABUPATEN ENREKANG","DINAS PETERNAKAN DAN PERIKANAN",63.02,74.44,94.58,45.98
"12236","PEMERINTAH KABUPATEN ENREKANG","DINAS SOSIAL",61.58,73.5,91.04,45.98
"12237","PEMERINTAH KABUPATEN ENREKANG","DINAS TANAMAN PANGAN,HORTIKULTURA DAN PERKEBUNAN",NA,60.21,NA,45.98
"12238","PEMERINTAH KABUPATEN ENREKANG","SATUAN POLISI PAMONG PRAJA, PEMADAM KEBAKARAN DAN PENYELAMATAN",NA,64.95,NA,45.98
"12239","PEMERINTAH KABUPATEN ENREKANG","SEKRETARIAT DAERAH",NA,57.95,NA,45.98
"12240","PEMERINTAH KABUPATEN ENREKANG","SEKRETARIAT DPRD",NA,68.91,NA,45.98
"12241","PEMERINTAH KABUPATEN LUWU","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",NA,82.45,NA,78.63
"12242","PEMERINTAH KABUPATEN LUWU","BADAN KESATUAN BANGSA DAN POLITIK",NA,75.88,NA,78.63
"12243","PEMERINTAH KABUPATEN LUWU","BADAN PENANGGULANGAN BENCANA DAERAH",NA,78.7,NA,78.63
"12244","PEMERINTAH KABUPATEN LUWU","BADAN PENDAPATAN DAERAH",NA,75.43,NA,78.63
"12245","PEMERINTAH KABUPATEN LUWU","BADAN PENGELOLAAN KEUANGAN DAERAH",NA,72.39,NA,78.63
"12246","PEMERINTAH KABUPATEN LUWU","BADAN PERENCANAAN PEMBANGUNAN DAN PENELITIAN PENGEMBANGAN DAERAH",NA,74.47,NA,78.63
"12247","PEMERINTAH KABUPATEN LUWU","DINAS KEPEMUDAAN & OLAHRAGA",NA,73.4,NA,78.63
"12248","PEMERINTAH KABUPATEN LUWU","DINAS KEPENDUDUKAN DAN CATATAN SIPIL",72.68,71.77,84.63,78.63
"12249","PEMERINTAH KABUPATEN LUWU","DINAS KESEHATAN",NA,65.23,NA,78.63
"12250","PEMERINTAH KABUPATEN LUWU","DINAS KETAHANAN PANGAN",NA,68.57,NA,78.63
"12251","PEMERINTAH KABUPATEN LUWU","DINAS KETENAGAKERJAAN DAN TRANSMIGRASI",NA,66.85,NA,78.63
"12252","PEMERINTAH KABUPATEN LUWU","DINAS KOMUNIKASI, INFORMATIKA, STATISTIK DAN PERSANDIAN",NA,77.08,NA,78.63
"12253","PEMERINTAH KABUPATEN LUWU","DINAS KOPERASI, USAHA KECIL DAN MENENGAH DAN PERINDUSTRIAN",NA,66.71,NA,78.63
"12254","PEMERINTAH KABUPATEN LUWU","DINAS LINGKUNGAN HIDUP",NA,74.4,NA,78.63
"12255","PEMERINTAH KABUPATEN LUWU","DINAS PARIWISATA",NA,58.89,NA,78.63
"12256","PEMERINTAH KABUPATEN LUWU","DINAS PEKERJAAN UMUM DAN PENATAAN RUANG",NA,78,NA,78.63
"12257","PEMERINTAH KABUPATEN LUWU","DINAS PEMADAM KEBAKARAN",NA,78.39,NA,78.63
"12258","PEMERINTAH KABUPATEN LUWU","DINAS PEMBERDAYAAN MASYARAKAT DESA",NA,74.54,NA,78.63
"12259","PEMERINTAH KABUPATEN LUWU","DINAS PEMBERYAAN PEREMPUAN DAN PERLINDUNGAN ANAK",NA,69.18,NA,78.63
"12260","PEMERINTAH KABUPATEN LUWU","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",73.48,75.6,83.53,78.63
"12261","PEMERINTAH KABUPATEN LUWU","DINAS PENDIDIKAN DAN KEBUDAYAAN",74.38,73.53,88.2,78.63
"12262","PEMERINTAH KABUPATEN LUWU","DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA",NA,83.28,NA,78.63
"12263","PEMERINTAH KABUPATEN LUWU","DINAS PERDAGANGAN",NA,74.43,NA,78.63
"12264","PEMERINTAH KABUPATEN LUWU","DINAS PERHUBUNGAN",NA,69.03,NA,78.63
"12265","PEMERINTAH KABUPATEN LUWU","DINAS PERIKANAN",NA,75.79,NA,78.63
"12266","PEMERINTAH KABUPATEN LUWU","DINAS PERPUSTAKAAN DAN KEARSIPAN",NA,77.44,NA,78.63
"12267","PEMERINTAH KABUPATEN LUWU","DINAS PERTANAHAN",NA,78.57,NA,78.63
"12268","PEMERINTAH KABUPATEN LUWU","DINAS PERTANIAN",NA,68.95,NA,78.63
"12269","PEMERINTAH KABUPATEN LUWU","DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN",NA,72.14,NA,78.63
"12270","PEMERINTAH KABUPATEN LUWU","DINAS SOSIAL",71.81,75.38,78.63,78.63
"12271","PEMERINTAH KABUPATEN LUWU","SATUAN POLISI PAMONG PRAJA",NA,75.28,NA,78.63
"12272","PEMERINTAH KABUPATEN LUWU","SEKRETARIAT DAERAH",NA,70.29,NA,78.63
